Id,Name,Street Address,Suburb,Region,Store Type,CanPurchase,CanTopUp,CanRegisterCard,CanRefund,CanAlterExpire,AcceptsCash,AcceptsEFTPOS,AcceptsCreditCard,SellsGoCardAdult,SellsGoCardChild,SellsGoCardSenior,SellsGoCardConcession,SellsTouristPack,SellsSEQCard,unused1,unused2,Created,Modified,Active,Notes,Lat,Lng
720,Gem News and Casket,18 Racecourse Road,Hamilton,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:45,2011/01/24 16:26,1,,-27.438428,153.064185
721,NewsXpress The Pines,"Shop 29 The Pines Shopping Centre, Guineas Creek Road",Elanora,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:48,2011/01/24 16:27,1,,-28.135343,153.469333
722,Riverside Ferry Terminal,Eagle Street,Brisbane (city),Brisbane Central,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2011/01/05 16:58,2012/11/07 10:36,1,,-27.466974,153.030874
724,Daisy Hill News,"Shop 7, Cnr Daisy Hill Rd and Cupania Street",Daisy Hill ,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/10 15:46,2011/01/24 10:57,1,,-27.642944,153.153712
725,River City Convenience,"Shop 133, Ipswich City Square",Ipswich,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/10 15:56,2012/09/17 11:24,2,,-27.613443,152.759027
726,Foodworks Salisbury,Shop 4 / 660 Toohey Road,Salisbury,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/10 16:04,2011/01/10 16:04,1,,-27.545804,153.039488
727,Burpengary News,"Shop 22 Burpengary Plaza, Station Road",Burpengary,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/18 09:45,2011/01/31 15:47,1,,-27.154338,152.97469
728,Nextra Carindale City News,"Shop 1069, Lower Level Westfield Carindale, Creek Road",Carindale,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/18 09:48,2011/01/25 14:19,1,,-27.5025,153.102
729,Richlands Rail Station,Progress Road,Richlands,Brisbane West,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2011/01/21 13:24,2011/01/21 13:24,1,,-27.596442,152.946558
730,Richlands Rail Station,Progress Road,Richlands,Brisbane West,faremachine,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/21 13:26,2011/01/21 13:26,1,,-27.596442,152.946558
732,Nextra Booval Fair,Booval Fair Shopping Centre,Booval,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/01 16:29,2013/07/05 13:28,2,,-27.614038,152.789163
733,Runaway Bay News,Shop 53 Runaway Bay Village Shopping Centre,Runaway Bay,Gold coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/01 16:32,2011/02/23 10:55,1,,-27.912639,153.401878
734,Queen Street Busway,"Lower Level Myer Centre, Queen Street",Brisbane (city),Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2011/02/09 16:20,2011/02/09 16:23,1,,-27.470582,153.025309
735,Christines Corner Newsagency,5/221 Christine Avenue,Varsity Lakes,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/17 10:26,2011/02/17 10:27,1,,-28.085385,153.42483
736,Co-Op Bookshop ACU,"Aust Catholic University, Nudgee Rd",Banyo,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:46,2011/03/14 16:38,1,,-27.379966,153.148047
737,Co-Op Bookshop GU Logan,"Griffith Uni Logan Campus, University Drive",Meadowbrook,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:48,2011/03/14 16:41,1,,-27.664398,153.148047
738,Co-Op Bookshop GU Mt Gravatt,"Griffith Uni Mt Gravatt Campus, Messines Ridge Rd",Mount Gravatt,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:50,2012/08/20 17:52,1,,-27.543289,153.052821
739,Co-Op Bookshop GU Nathan,"Griffith Uni Nathan Campus, Kessels Road",Nathan,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:53,2012/09/17 12:54,2,,-27.550346,153.052821
740,Co-Op Bookshop QCM ,"Qld Conservatorium of Music, 140 Grey Street",South Brisbane,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:56,2011/03/14 16:46,1,,-27.477569,153.021132
741,Co-Op Bookshop SCU,"Southern Cross Uni, Southern Cross Drive",Bilinga,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/02/18 09:59,2012/09/17 11:05,2,,-28.167515,153.518035
742,UQ Lakes,"UQ Lakes Busway, Eleanor Schonell Bridge",St Lucia,Brisbane West,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2011/02/25 10:37,2012/01/18 15:52,1,This machine has been temporarily removed to allow upgrade works to occur.,-27.498036,153.017093
743,Russell Island News,Shop 2 / 29 High Street,Russell Island,Southern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2011/03/07 13:00,2013/06/06 17:10,1,,-27.648659,153.382003
744,Night Owl Palm Beach,1160 Gold Coast Highway,Palm Beach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/08 09:58,2011/03/08 10:06,1,,-28.119505,153.471363
745,Chapel Hill News,8/620 Moggill Rd,Chapel Hill,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/08 10:18,2011/03/08 10:18,1,,-27.505594,152.960821
746,Co-op Bookshop UQ Gatton,"Building 8123, Morrison Hall, Inner Ring Road",Gatton,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/14 16:50,2011/03/14 16:50,1,,-27.555737,152.337285
747,Co-op Bookshop UQ Ipswich,"Building 12, Room 108, Salisbury Road",Ipswich,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/14 16:51,2011/03/14 16:51,1,,-27.628126,152.756307
748,Co-op Bookshop USC,"University of Sunshine Coast, Sippy Downs Drive",Sippy Downs,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/14 16:59,2012/09/17 11:01,2,,-26.7188,153.061661
750,Co-op Bookshop MSIT Logan,50-68 Armstrong Road,Meadowbrook,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/03/15 10:58,2012/09/17 11:37,2,,-27.671333,153.146804
751,South Bank Visitor Centre,"South Bank House, Ground Floor, Stanley Street Plaza",South Bank,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2011/05/10 13:32,2012/01/17 16:54,1,,-27.47966,153.02326
752,Nextra Capalaba Park News,"Capalaba Park Shopping Centre, Redland Bay Rd",Capalaba,Eastern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2011/06/23 16:17,2011/07/13 10:51,1,,-27.524102,153.191099
753,Langlands Busway,Cnr Old Cleveland Rd and Mains Road,Coorparoo,Brisbane East,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2011/09/05 12:45,2011/09/05 12:51,1,,-27.498635,153.050149
754,Stones Corner Busway,Gladys Street,Coorparoo,Brisbane East,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2011/09/05 12:58,2011/09/05 13:11,1,,-27.497963,153.0452
755,7 Eleven Landmark Resort,"Shop 4 Landmark Resort, The Esplanade",Mooloolaba,Sunshine Coast,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2011/09/09 10:17,2011/09/09 12:22,1,,-26.680953,153.120477
756,Burstall Avenue News,"Belmont Shopping Plaza, Cnr Burstall Ave and Belmont Road",Belmont,Brisbane East,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2011/10/10 16:20,2011/10/11 14:54,1,,-27.484423,153.126052
757,Gold Coast Tourist Shuttle Desk,Gold Coast Airport,Airport (Gold Coast - Coolangatta),Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2011/10/18 14:51,2012/11/07 10:28,1,,-28.16626,153.512886
758,IGA East Brisbane,33 Lytton Road,East Brisbane,Brisbane East,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2012/01/05 16:54,2012/01/05 16:57,1,,-27.47948,153.04446
759,NewsXpress Westpoint,"Westpoint Plaza, Browns Plains Road",Browns Plains,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/01/11 12:10,2012/11/07 10:44,1,,-27.660573,153.040452
760,Noosa Junction Bus Interchange,Sunshine Beach Rd and Lanyana Way,Noosa Heads,Sunshine Coast,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2012/01/18 15:04,2012/01/18 15:04,1,,-26.399192,153.093399
761,Clayfield News,"Shop 1, 727 Sandgate Road",Clayfield,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/02/21 17:27,2012/09/17 11:22,2,,-27.418622,153.055776
762,Gold Coast Tourism Coolangatta,"Shop 22, Showcase On The Beach, Griffith Street",Coolangatta (Gold Coast City),Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2012/02/27 12:25,2012/11/29 11:34,2,,-28.168032,153.537911
763,Caloundra Newsagency,72 Bulcock Street,Caloundra,Sunshine Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2012/03/13 10:19,2012/05/10 12:21,0,,-26.80477,153.131188
764,Alexpress Mart,98-110 Alexandra Parade,Alexandra Headland,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/03/13 10:24,2012/03/13 10:24,1,,-26.66553,153.105607
765,Noosa Plaza Newsagency,"Shop 3, Noosa Junction Plaza",Noosa Heads,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/03/13 10:28,2012/08/20 17:59,1,,-26.39659,153.089624
766,Nextra Robina,"Shop 1, Market Hall, Robina Town Centre",Robina,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/04/19 10:28,2012/11/07 10:41,1,,-28.077625,153.382973
767,Terry White Chemist Bellbowrie,"Shop 29 Bellbowrie Shopping Plaza, Birkin Road",Bellbowrie,Brisbane west,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2012/05/08 10:09,2012/05/08 10:09,1,,-27.561953,152.886854
768,Nextra Mt Ommaney,"Mt Ommaney Shopping Centre, 171 Dandenong Road",Mount Ommaney,Brisbane West,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/05/11 12:03,2012/11/07 10:48,1,,-27.54897,152.938354
769,Caloundra Newsagency,72 Bulcock Street,Caloundra,Sunshine Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/05/14 17:38,2012/11/07 10:42,1,,-26.80477,153.131188
770,NewsXpress Middle Park,Shop 27-28 Park Village Shops,Middle Park,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/05/28 08:50,2012/05/28 11:11,1,,-27.55529,152.923292
771,Samford Village Newsagency,Cnr Main Street and Mary Ring Drive,Samford Village,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/05/28 11:12,2012/05/28 11:12,1,,-27.372756,152.886495
772,Pacific News and Casket,4 Bulcock Street,Caloundra,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/05/28 11:13,2012/05/28 11:13,1,,-26.804983,153.135425
773,Lucky 7 Edward Street,"Shop 2, 160 Edward Street",Brisbane,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/02 09:14,2012/07/02 09:14,1,,-27.469461,153.027863
774,Brook News and Casket,"Brookside Shopping Centre, Osborne Road",Mitchelton,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/02 09:16,2012/07/02 09:22,1,,-27.409867,152.9788
775,Wellington Point News,"Shop 2, 368 Main Road",Wellington Point,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/10 08:30,2012/07/10 08:30,1,,-27.485334,153.237809
776,Wellington Point Post Office,"Shop 3, 405 Main Road",Wellington Point,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/10 08:40,2012/07/11 09:50,1,,-27.487198,153.238894
777,Foodworks Heathwood,137 Parkwood Drive,Heathwood,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/10 08:42,2012/07/10 08:42,1,,-27.637003,152.986997
778,Moorooka Foodstore and News,419 Beaudesert Road,Moorooka,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/10 08:43,2012/07/10 08:43,1,,-27.543033,153.020663
779,Lucky 7 Southport,40 Nerang Street,Southport,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/31 16:34,2012/07/31 16:37,1,,-27.967624,153.414542
780,Smilemart Southport,99 Scarborough Street,Southport,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/31 16:37,2012/07/31 16:37,1,,-27.966594,153.414091
781,Kingston News,"Kingston Palms Shopping Centre, Cnr Kingston Road and Juers Street",Kingston,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/31 16:42,2012/07/31 16:42,1,,-27.660306,153.117566
782,Enoggera Newsagency,"Shop 2B, 318 Wardell Street",Enoggera,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/07/31 16:46,2012/07/31 16:46,1,,-27.422652,152.990315
783,Town Centre News,"Shop 56, Inala Plaza, 156 Inala Avenue",Inala,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/08/28 13:28,2012/08/28 13:28,1,,-27.59889,152.97408
784,NewsXpress Kawana,"Shop 353 Kawana Shopping World, Point Cartwright Drive",Kawana,Sunshine Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/09/05 16:37,2012/11/07 10:42,1,,-26.70291,153.128403
785,Australia Fair News,"Shop G112 Australia Fair Shopping Centre, Marine Parade",Southport,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2012/09/05 16:40,2012/11/07 10:40,1,,-27.968746,153.415815
786,Matilda Broadbeach,75 T.E. Peter's Drive ,Broadbeach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/06 12:03,2012/09/06 12:03,1,,-28.026559,153.420625
787,Tweed Heads Information Centre,Corner Wharf & Bay Streets,Tweed Heads,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/06 12:05,2012/09/06 12:05,1,,-28.171,153.543691
788,Surfers Paradise Newsagency,"Shop 11, 2 Elkhorn Avenue",Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/06 12:07,2012/09/06 12:07,1,,-27.999278,153.430115
789,Campus Bookshop,The Link Building (G07) Griffith University Gold Coast Campus ,Southport,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/06 12:09,2012/09/06 12:09,1,,-27.962054,153.379764
790,Spar Express Eight Mile Plains,5/218 Padstow Road,Eight Mile Plains,Brisbane South,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2012/09/13 15:33,2012/09/13 15:33,1,,-27.574419,153.087227
791,Brisbane Convenience Centre,183 Ann Street,Brisbane,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 13:10,2012/09/17 13:10,1,,-27.467113,153.025228
792,Brisbane Airport Visitor Information Centre,"Brisbane International Airport, Airport Drive",Airport (Brisbane),Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 13:19,2012/11/07 10:27,2,,-27.403272,153.108994
793,Metropolitan South Institute of TAFE - Browns Plains,61 Grand Plaza Drive,Browns Plains,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 13:29,2012/09/17 13:29,1,,-27.664773,153.04178
794,The Bread Basket,132 Leicester Street,Camp Hill,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 13:49,2012/09/17 13:49,1,,-27.497447,153.067783
795,Chevron 7 day Express Food Store,46 Thomas Drive,Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 13:54,2012/09/17 13:54,1,,-27.998069,153.419628
796,Lytton Road News,83 Lytton Road,East Brisbane,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 14:07,2012/09/17 14:07,1,,-27.479865,153.046272
797,NewsExtra Everton Park,Shop 2/801 Stafford Road ,Everton Park,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 14:15,2012/09/17 14:16,1,,-27.406636,152.992052
798,Goodna Newsagency,"Shop 19B, 2 Smiths Road",Goodna,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 14:21,2012/09/17 14:21,1,,-27.610074,152.897662
799,Noosa Visitor Information Centre,61 Hastings Street,Noosa Heads,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 14:58,2012/09/17 14:58,1,,-26.386766,153.091411
800,NewsXpress Redcliffe,20 Anzac Avenue,Redcliffe,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 15:03,2012/09/17 15:03,1,,-27.230745,153.115212
801,Shorncliffe News,52 Pier Avenue,Shorncliffe,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 15:10,2012/09/17 15:10,1,,-27.324331,153.08257
802,Circle News,3184 Surfers Paradise Boulevards,Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/17 15:40,2012/09/17 15:40,1,,-28.001165,153.426998
803,David Low Way News,"Centro North Shore, David Low Way",Pacific Paradise,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/09/25 10:54,2012/09/25 10:54,1,,-26.61413,153.083234
804,Morningside News and Casket,595 Wynnum Road,Morningside,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2012/11/29 12:21,2012/11/29 12:21,1,,-27.468872,153.071304
805,Warrigal Square News,"Warrigal Square Shopping Centre, 16/261 Warrigal Road",Eight Mile Plains,Brisbane South,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2012/12/10 09:48,2012/12/10 09:57,1,,-27.590132,153.084894
806,Oxford Street News,134 Oxford Street,Bulimba,Brisbane South,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2013/01/15 12:17,2013/01/15 12:17,1,,-27.451,153.058
807,IGA Express Alexandra Headlands,"Shop 1, 152 Alexandra Parade",Alexandra Headlands,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/01/31 13:38,2013/01/31 13:38,1,,-26.668315,153.106435
808,Wirreanda News,110 King Street,Buderim,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/03/27 12:12,2013/03/27 12:12,1,,-26.682702,153.066338
809,Loganholme News and Casket,"Shop 5, 37-59 Bryants Road",Loganholme,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/04/08 16:08,2013/07/23 11:49,2,,-27.6635,153.177
810,Macleay Island Post Office,"Shop 2, 36 Southsea Terrace",Macleay Island,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/05/02 08:58,2013/05/02 08:58,1,,-27.629638,153.364813
811,Supanews Garden City Upper Level,"Garden City (Upper level, near food court), Logan Road",Mount Gravatt,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2013/06/18 14:33,2013/06/18 14:33,1,,-27.5641,153.082
812,Bay Island Transit Ticket Office,"Weinam Creek Marina, Banana St",Redland Bay,Eastern,retailer,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,2013/07/05 13:49,2013/07/05 13:49,1,,-27.615168,153.308834
813,7-Eleven Adelaide Street,47 - 59 Adelaide Street,Brisbane (city),Brisbane Central,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2013/07/16 13:35,2013/07/16 13:35,1,,-27.46957,153.023727
814,Broadbeach Central IGA,2719 Gold Coast Highway,Broadbeach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/07/19 10:56,2013/07/19 11:12,1,,-28.02804,153.42991
815,Broadbeach Central IGA,2719 Gold Coast Highway,Broadbeach,Gold coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/07/19 10:56,2013/07/19 11:04,2,,-28.02804,153.42991
816,Friendly Grocer Crestmead,5/13 Julie Street,Crestmead,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2013/07/19 11:02,2013/07/19 11:02,1,,-27.696258,153.083098
817,Nextra Hyperdome,"Shop 128 Logan Hyperdome, Cnr Pacific Highway and Bryants Road",Loganholme,Southern,retailer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2013/08/01 15:22,2013/08/01 15:22,1,,-27.6603,153.174
